Run	Library	Gene	Adapter.Order	Adapter	Primer.Tag.Number	MLID	Country	Ocean	Locality	Site	Subsite	Ecosystem	Habitat	Size	Fraction	Sample	Note
BCS_08	8	COI	13	AR027	13	ML1135	Panama	Atlantic	Bocas del Toro	SIS	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_08	8	COI	13	AR027	14	ML1258	Panama	Atlantic	Bocas del Toro	SIS	R1	Mangrove	Root	106-500	Motile	Primary	NA
BCS_08	8	COI	13	AR027	15	ML1273	Panama	Atlantic	Bocas del Toro	SCR	R3	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_08	8	COI	13	AR027	16	ML1302	Panama	Atlantic	Bocas del Toro	SCR	R9	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_08	8	COI	13	AR027	17	ML1315	Panama	Atlantic	Bocas del Toro	ALR	R13	Mangrove	Root	106-500	Motile	Primary	NA
BCS_08	8	COI	13	AR027	18	ML1355	Panama	Atlantic	Bocas del Toro	ROL	R3	Mangrove	Root	106-500	Motile	Primary	NA
BCS_08	8	COI	13	AR027	19	ML1379	Panama	Atlantic	Bocas del Toro	RNW	R13	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	1	AR001	1	ML1075	Panama	Atlantic	Bocas del Toro	ALR	R2	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	1	AR001	2	ML1340	Panama	Atlantic	Bocas del Toro	MYS	R11	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	3	ML1365	Panama	Atlantic	Bocas del Toro	ROL	R6	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	4	ML1414	Panama	Atlantic	Bocas del Toro	SCR	R13	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	5	ML1428	Panama	Atlantic	Bocas del Toro	CCR	R6	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	6	ML1442	Panama	Atlantic	Bocas del Toro	IPI	R15	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	1	AR001	7	ML1457	Panama	Atlantic	Bocas del Toro	CCR	R9	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	8	ML1470	Panama	Atlantic	Bocas del Toro	PPR	R7	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	9	ML1485	Panama	Atlantic	Bocas del Toro	RNW	R7	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	10	ML1498	Panama	Atlantic	Bocas del Toro	SCR	R14	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	1	AR001	11	ML1511	Panama	Atlantic	Bocas del Toro	PPR	R14	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	1	AR001	12	ML1525	Panama	Atlantic	Bocas del Toro	ALR	R5	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	1	AR001	13	ML1538	Panama	Atlantic	Bocas del Toro	SCR	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	14	ML1551	Panama	Atlantic	Bocas del Toro	MAR	R3	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	15	ML1564	Panama	Atlantic	Bocas del Toro	IPI	R8	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	1	AR001	16	ML1577	Panama	Atlantic	Bocas del Toro	MYS	R15	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	17	ML1590	Panama	Atlantic	Bocas del Toro	PST	R14	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	18	ML1603	Panama	Atlantic	Bocas del Toro	CCR	R5	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	1	AR001	19	ML1616	Panama	Atlantic	Bocas del Toro	PST	R1	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	1	AR001	20	ML1369	Panama	Atlantic	Bocas del Toro	MYS	R6	Mangrove	Root	500-2000	Motile	Repeat	NA
BCS_09	9	COI	2	AR003	1	ML1076	Panama	Atlantic	Bocas del Toro	MAR	R7	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	2	AR003	2	ML1342	Panama	Atlantic	Bocas del Toro	RNW	R11	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	3	ML1367	Panama	Atlantic	Bocas del Toro	MAR	R8	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	4	ML1416	Panama	Atlantic	Bocas del Toro	IPI	R3	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	2	AR003	5	ML1429	Panama	Atlantic	Bocas del Toro	SCR	R13	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	2	AR003	6	ML1443	Panama	Atlantic	Bocas del Toro	PPR	R4	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	7	ML1458	Panama	Atlantic	Bocas del Toro	PPR	R6	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	2	AR003	8	ML1471	Panama	Atlantic	Bocas del Toro	ALR	R1	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	9	ML1486	Panama	Atlantic	Bocas del Toro	SCR	R14	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	10	ML1499	Panama	Atlantic	Bocas del Toro	CCR	R11	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	11	ML1512	Panama	Atlantic	Bocas del Toro	PPR	R14	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	12	ML1526	Panama	Atlantic	Bocas del Toro	RNW	R9	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	2	AR003	13	ML1539	Panama	Atlantic	Bocas del Toro	PST	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	14	ML1552	Panama	Atlantic	Bocas del Toro	PST	R7	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	15	ML1565	Panama	Atlantic	Bocas del Toro	SIS	R4	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	2	AR003	16	ML1578	Panama	Atlantic	Bocas del Toro	IPI	R5	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	17	ML1591	Panama	Atlantic	Bocas del Toro	MYS	R15	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	2	AR003	18	ML1604	Panama	Atlantic	Bocas del Toro	MAR	R15	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	2	AR003	19	ML1617	Panama	Atlantic	Bocas del Toro	MAR	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	2	AR003	20	ML1369	Panama	Atlantic	Bocas del Toro	MYS	R6	Mangrove	Root	500-2000	Motile	Repeat	NA
BCS_09	9	COI	3	AR008	1	ML1084	Panama	Atlantic	Bocas del Toro	PST	R4	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	2	ML1344	Panama	Atlantic	Bocas del Toro	MAR	R6	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	3	ML1369	Panama	Atlantic	Bocas del Toro	MYS	R6	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	4	ML1417	Panama	Atlantic	Bocas del Toro	PPR	R3	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	5	ML1430	Panama	Atlantic	Bocas del Toro	ALR	R9	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	3	AR008	6	ML1444	Panama	Atlantic	Bocas del Toro	CCR	R14	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	3	AR008	7	ML1459	Panama	Atlantic	Bocas del Toro	SCR	R10	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	8	ML1472	Panama	Atlantic	Bocas del Toro	SCR	R10	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	3	AR008	9	ML1487	Panama	Atlantic	Bocas del Toro	RNW	R9	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	10	ML1500	Panama	Atlantic	Bocas del Toro	PPR	R8	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	11	ML1513	Panama	Atlantic	Bocas del Toro	RNW	R7	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	3	AR008	12	ML1527	Panama	Atlantic	Bocas del Toro	RNW	R4	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	3	AR008	13	ML1540	Panama	Atlantic	Bocas del Toro	MYS	R13	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	3	AR008	14	ML1553	Panama	Atlantic	Bocas del Toro	MAR	R10	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	3	AR008	15	ML1566	Panama	Atlantic	Bocas del Toro	MAR	R9	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	3	AR008	16	ML1579	Panama	Atlantic	Bocas del Toro	ROL	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	17	ML1592	Panama	Atlantic	Bocas del Toro	MYS	R12	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	18	ML1605	Panama	Atlantic	Bocas del Toro	ALR	R3	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	3	AR008	19	ML1618	Panama	Atlantic	Bocas del Toro	IPI	R13	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	3	AR008	20	ML1422	Panama	Atlantic	Bocas del Toro	PPR	R3	Mangrove	Root	106-500	Motile	Repeat	NA
BCS_09	9	COI	4	AR009	1	ML1085	Panama	Atlantic	Bocas del Toro	MAR	R7	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	2	ML1345	Panama	Atlantic	Bocas del Toro	ROL	R5	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	3	ML1376	Panama	Atlantic	Bocas del Toro	CCR	R12	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	4	ML1418	Panama	Atlantic	Bocas del Toro	SCR	R4	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	4	AR009	5	ML1431	Panama	Atlantic	Bocas del Toro	ALR	R9	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	6	ML1445	Panama	Atlantic	Bocas del Toro	IPI	R12	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	7	ML1460	Panama	Atlantic	Bocas del Toro	PPR	R8	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	4	AR009	8	ML1473	Panama	Atlantic	Bocas del Toro	PPR	R7	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	4	AR009	9	ML1488	Panama	Atlantic	Bocas del Toro	CCR	R10	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	4	AR009	10	ML1501	Panama	Atlantic	Bocas del Toro	CCR	R11	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	4	AR009	11	ML1514	Panama	Atlantic	Bocas del Toro	SCR	R2	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	4	AR009	12	ML1528	Panama	Atlantic	Bocas del Toro	MYS	R13	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	13	ML1541	Panama	Atlantic	Bocas del Toro	IPI	R9	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	14	ML1554	Panama	Atlantic	Bocas del Toro	MAR	R14	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	4	AR009	15	ML1567	Panama	Atlantic	Bocas del Toro	SCR	R8	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	4	AR009	16	ML1580	Panama	Atlantic	Bocas del Toro	PST	R9	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	17	ML1593	Panama	Atlantic	Bocas del Toro	PPR	R11	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	18	ML1606	Panama	Atlantic	Bocas del Toro	RNW	R6	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	4	AR009	19	ML1619	Panama	Atlantic	Bocas del Toro	ALR	R5	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	4	AR009	20	ML1422	Panama	Atlantic	Bocas del Toro	PPR	R3	Mangrove	Root	106-500	Motile	Repeat	NA
BCS_09	9	COI	5	AR010	1	ML1086	Panama	Atlantic	Bocas del Toro	ALR	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	2	ML1346	Panama	Atlantic	Bocas del Toro	RNW	R13	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	3	ML1378	Panama	Atlantic	Bocas del Toro	RNW	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	4	ML1419	Panama	Atlantic	Bocas del Toro	MYS	R5	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	5	AR010	5	ML1432	Panama	Atlantic	Bocas del Toro	CCR	R14	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	6	ML1448	Panama	Atlantic	Bocas del Toro	MYS	R2	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	5	AR010	7	ML1461	Panama	Atlantic	Bocas del Toro	RNW	R3	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	8	ML1474	Panama	Atlantic	Bocas del Toro	ALR	R12	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	5	AR010	9	ML1489	Panama	Atlantic	Bocas del Toro	IPI	R11	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	5	AR010	10	ML1502	Panama	Atlantic	Bocas del Toro	RNW	R8	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	11	ML1515	Panama	Atlantic	Bocas del Toro	RNW	R4	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	12	ML1529	Panama	Atlantic	Bocas del Toro	RNW	R12	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	13	ML1542	Panama	Atlantic	Bocas del Toro	SCR	R11	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	5	AR010	14	ML1555	Panama	Atlantic	Bocas del Toro	IPI	R8	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	15	ML1568	Panama	Atlantic	Bocas del Toro	ROL	R12	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	16	ML1581	Panama	Atlantic	Bocas del Toro	RNW	R6	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	17	ML1594	Panama	Atlantic	Bocas del Toro	MYS	R10	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	5	AR010	18	ML1607	Panama	Atlantic	Bocas del Toro	PST	R10	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	5	AR010	19	ML1620	Panama	Atlantic	Bocas del Toro	SIS	R11	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	5	AR010	20	ML1631	Panama	Atlantic	Bocas del Toro	ALR	R13	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	1	ML1087	Panama	Atlantic	Bocas del Toro	PST	R4	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	6	AR011	2	ML1348	Panama	Atlantic	Bocas del Toro	SIS	R10	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	3	ML1381	Panama	Atlantic	Bocas del Toro	PST	R15	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	4	ML1420	Panama	Atlantic	Bocas del Toro	RNW	R5	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	5	ML1433	Panama	Atlantic	Bocas del Toro	SCR	R7	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	6	ML1449	Panama	Atlantic	Bocas del Toro	SCR	R6	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	7	ML1462	Panama	Atlantic	Bocas del Toro	MYS	R4	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	6	AR011	8	ML1475	Panama	Atlantic	Bocas del Toro	RNW	R3	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	6	AR011	9	ML1490	Panama	Atlantic	Bocas del Toro	IPI	R4	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	10	ML1503	Panama	Atlantic	Bocas del Toro	SIS	R5	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	6	AR011	11	ML1516	Panama	Atlantic	Bocas del Toro	IPI	R13	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	12	ML1530	Panama	Atlantic	Bocas del Toro	MAR	R14	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	13	ML1543	Panama	Atlantic	Bocas del Toro	SCR	R8	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	14	ML1556	Panama	Atlantic	Bocas del Toro	ROL	R8	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	6	AR011	15	ML1569	Panama	Atlantic	Bocas del Toro	ROL	R12	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	6	AR011	16	ML1582	Panama	Atlantic	Bocas del Toro	PPR	R9	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	17	ML1595	Panama	Atlantic	Bocas del Toro	PST	R10	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	6	AR011	18	ML1608	Panama	Atlantic	Bocas del Toro	PST	R9	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	6	AR011	19	ML1621	Panama	Atlantic	Bocas del Toro	IPI	R12	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	6	AR011	20	ML1631	Panama	Atlantic	Bocas del Toro	ALR	R13	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	1	ML1088	Panama	Atlantic	Bocas del Toro	PST	R8	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	2	ML1351	Panama	Atlantic	Bocas del Toro	ROL	R10	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	3	ML1384	Panama	Atlantic	Bocas del Toro	SCR	R12	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	4	ML1421	Panama	Atlantic	Bocas del Toro	CCR	R6	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	7	AR019	5	ML1434	Panama	Atlantic	Bocas del Toro	ROL	R15	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	6	ML1450	Panama	Atlantic	Bocas del Toro	SCR	R7	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	7	AR019	7	ML1463	Panama	Atlantic	Bocas del Toro	PPR	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	8	ML1477	Panama	Atlantic	Bocas del Toro	CCR	R9	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	7	AR019	9	ML1491	Panama	Atlantic	Bocas del Toro	PPR	R1	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	10	ML1504	Panama	Atlantic	Bocas del Toro	RNW	R10	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	11	ML1517	Panama	Atlantic	Bocas del Toro	RNW	R8	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	7	AR019	12	ML1531	Panama	Atlantic	Bocas del Toro	SCR	R15	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	13	ML1544	Panama	Atlantic	Bocas del Toro	ROL	R8	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	14	ML1557	Panama	Atlantic	Bocas del Toro	CCR	R4	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	7	AR019	15	ML1570	Panama	Atlantic	Bocas del Toro	ALR	R14	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	16	ML1583	Panama	Atlantic	Bocas del Toro	CCR	R5	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	17	ML1596	Panama	Atlantic	Bocas del Toro	PST	R13	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	7	AR019	18	ML1609	Panama	Atlantic	Bocas del Toro	SIS	R6	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	19	ML1623	Panama	Atlantic	Bocas del Toro	CCR	R3	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	7	AR019	20	ML1583	Panama	Atlantic	Bocas del Toro	CCR	R5	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	8	AR020	1	ML1089	Panama	Atlantic	Bocas del Toro	PST	R8	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	2	ML1354	Panama	Atlantic	Bocas del Toro	ROL	R3	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	8	AR020	3	ML1408	Panama	Atlantic	Bocas del Toro	CCR	R10	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	8	AR020	4	ML1422	Panama	Atlantic	Bocas del Toro	PPR	R3	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	5	ML1435	Panama	Atlantic	Bocas del Toro	MYS	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	8	AR020	6	ML1451	Panama	Atlantic	Bocas del Toro	CCR	R2	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	8	AR020	7	ML1464	Panama	Atlantic	Bocas del Toro	PPR	R4	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	8	ML1479	Panama	Atlantic	Bocas del Toro	ALR	R1	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	9	ML1492	Panama	Atlantic	Bocas del Toro	MYS	R3	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	10	ML1505	Panama	Atlantic	Bocas del Toro	SIS	R5	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	8	AR020	11	ML1518	Panama	Atlantic	Bocas del Toro	RNW	R10	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	12	ML1532	Panama	Atlantic	Bocas del Toro	MAR	R10	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	8	AR020	13	ML1545	Panama	Atlantic	Bocas del Toro	MYS	R10	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	8	AR020	14	ML1558	Panama	Atlantic	Bocas del Toro	MAR	R4	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	15	ML1571	Panama	Atlantic	Bocas del Toro	PPR	R10	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	8	AR020	16	ML1584	Panama	Atlantic	Bocas del Toro	IPI	R7	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	17	ML1597	Panama	Atlantic	Bocas del Toro	ROL	R2	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	18	ML1610	Panama	Atlantic	Bocas del Toro	ALR	R3	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	19	ML1625	Panama	Atlantic	Bocas del Toro	IPI	R1	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	8	AR020	20	ML1583	Panama	Atlantic	Bocas del Toro	CCR	R5	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	1	ML1134	Panama	Atlantic	Bocas del Toro	PST	R6	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	2	ML1356	Panama	Atlantic	Bocas del Toro	MAR	R1	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	3	ML1409	Panama	Atlantic	Bocas del Toro	SCR	R1	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	4	ML1423	Panama	Atlantic	Bocas del Toro	RNW	R5	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	9	AR021	5	ML1436	Panama	Atlantic	Bocas del Toro	IPI	R1	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	6	ML1452	Panama	Atlantic	Bocas del Toro	PPR	R6	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	7	ML1465	Panama	Atlantic	Bocas del Toro	IPI	R14	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	9	AR021	8	ML1480	Panama	Atlantic	Bocas del Toro	CCR	R8	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	9	ML1493	Panama	Atlantic	Bocas del Toro	IPI	R2	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	9	AR021	10	ML1506	Panama	Atlantic	Bocas del Toro	SCR	R5	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	11	ML1519	Panama	Atlantic	Bocas del Toro	ROL	R9	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	12	ML1533	Panama	Atlantic	Bocas del Toro	SCR	R11	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	13	ML1546	Panama	Atlantic	Bocas del Toro	SIS	R15	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	9	AR021	14	ML1559	Panama	Atlantic	Bocas del Toro	SIS	R7	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	15	ML1572	Panama	Atlantic	Bocas del Toro	PST	R2	Mangrove	Root	106-500	Motile	Primary	NA
BCS_09	9	COI	9	AR021	16	ML1585	Panama	Atlantic	Bocas del Toro	ROL	R1	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	17	ML1598	Panama	Atlantic	Bocas del Toro	SIS	R1	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	18	ML1611	Panama	Atlantic	Bocas del Toro	ROL	R7	Mangrove	Root	500-2000	Motile	Primary	NA
BCS_09	9	COI	9	AR021	19	ML1629	Panama	Atlantic	Bocas del Toro	PPR	R5	Mangrove	Root	500-2000	Motile	Primary	NA
