Run	Library	Gene	Adapter.Order	Adapter	Primer.Tag.Number	MLID	Country	Ocean	Locality	Site	Subsite	Ecosystem	Habitat	Size	Fraction	Sample	Note
BCS_01	1	COI	1	AR002	1	ML0746	Panama	Atlantic	Bocas del Toro	SIS	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	1	AR002	2	ML0756	Panama	Atlantic	Bocas del Toro	RNW	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	1	AR002	3	ML0689	Panama	Atlantic	Bocas del Toro	MAR	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	1	AR002	4	ML0699	Panama	Atlantic	Bocas del Toro	MYS	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	1	AR002	5	ML0709	Panama	Atlantic	Bocas del Toro	PJN	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	1	AR002	6	ML0719	Panama	Atlantic	Bocas del Toro	RNW	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	1	AR002	7	ML0645	Panama	Atlantic	Bocas del Toro	MAR	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	1	AR002	8	ML0657	Panama	Atlantic	Bocas del Toro	PBL	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	1	AR002	9	ML0667	Panama	Atlantic	Bocas del Toro	ALR	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	1	AR002	10	ML0679	Panama	Atlantic	Bocas del Toro	SGL	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	2	AR004	1	ML0747	Panama	Atlantic	Bocas del Toro	ALR	C	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	2	AR004	2	ML0757	Panama	Atlantic	Bocas del Toro	PPR	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	2	AR004	3	ML0690	Panama	Atlantic	Bocas del Toro	PBL	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	2	AR004	4	ML0700	Panama	Atlantic	Bocas del Toro	IPI	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	2	AR004	5	ML0710	Panama	Atlantic	Bocas del Toro	IPI	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	2	AR004	6	ML0720	Panama	Atlantic	Bocas del Toro	MYS	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	2	AR004	7	ML0648	Panama	Atlantic	Bocas del Toro	SCR	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	2	AR004	8	ML0658	Panama	Atlantic	Bocas del Toro	IPI	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	2	AR004	9	ML0668	Panama	Atlantic	Bocas del Toro	RNW	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	2	AR004	10	ML0680	Panama	Atlantic	Bocas del Toro	PBL	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	3	AR005	1	ML0748	Panama	Atlantic	Bocas del Toro	MAR	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	3	AR005	2	ML0758	Panama	Atlantic	Bocas del Toro	SCR	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	3	AR005	3	ML0691	Panama	Atlantic	Bocas del Toro	PSK	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	3	AR005	4	ML0701	Panama	Atlantic	Bocas del Toro	PPR	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	3	AR005	5	ML0711	Panama	Atlantic	Bocas del Toro	ROL	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	3	AR005	6	ML0721	Panama	Atlantic	Bocas del Toro	SIS	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	3	AR005	7	ML0649	Panama	Atlantic	Bocas del Toro	PST	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	3	AR005	8	ML0659	Panama	Atlantic	Bocas del Toro	ROL	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	3	AR005	9	ML0669	Panama	Atlantic	Bocas del Toro	IPI	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	3	AR005	10	ML0681	Panama	Atlantic	Bocas del Toro	PSK	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	4	AR006	1	ML0749	Panama	Atlantic	Bocas del Toro	ALR	A	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	4	AR006	2	ML0759	Panama	Atlantic	Bocas del Toro	PSK	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	4	AR006	3	ML0692	Panama	Atlantic	Bocas del Toro	PST	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	4	AR006	4	ML0702	Panama	Atlantic	Bocas del Toro	PST	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	4	AR006	5	ML0712	Panama	Atlantic	Bocas del Toro	SGL	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	4	AR006	6	ML0722	Panama	Atlantic	Bocas del Toro	PPR	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	4	AR006	7	ML0650	Panama	Atlantic	Bocas del Toro	PPR	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	4	AR006	8	ML0660	Panama	Atlantic	Bocas del Toro	SGL	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	4	AR006	9	ML0670	Panama	Atlantic	Bocas del Toro	SGL	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	4	AR006	10	ML0682	Panama	Atlantic	Bocas del Toro	PBL	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	5	AR007	1	ML0750	Panama	Atlantic	Bocas del Toro	ROL	C	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	5	AR007	2	ML0646	Panama	Atlantic	Bocas del Toro	MAR	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	5	AR007	3	ML0693	Panama	Atlantic	Bocas del Toro	IPI	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	5	AR007	4	ML0703	Panama	Atlantic	Bocas del Toro	SIS	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	5	AR007	5	ML0713	Panama	Atlantic	Bocas del Toro	PBL	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	5	AR007	6	ML0723	Panama	Atlantic	Bocas del Toro	PJN	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	5	AR007	7	ML0651	Panama	Atlantic	Bocas del Toro	ALR	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	5	AR007	8	ML0661	Panama	Atlantic	Bocas del Toro	PST	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	5	AR007	9	ML0671	Panama	Atlantic	Bocas del Toro	SIS	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	5	AR007	10	ML0683	Panama	Atlantic	Bocas del Toro	RNW	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	6	AR012	1	ML0751	Panama	Atlantic	Bocas del Toro	MAR	A	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	6	AR012	2	ML0647	Panama	Atlantic	Bocas del Toro	MAR	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	6	AR012	3	ML0694	Panama	Atlantic	Bocas del Toro	SGL	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	6	AR012	4	ML0704	Panama	Atlantic	Bocas del Toro	PST	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	6	AR012	5	ML0714	Panama	Atlantic	Bocas del Toro	SCR	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	6	AR012	6	ML0724	Panama	Atlantic	Bocas del Toro	ALR	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	6	AR012	7	ML0652	Panama	Atlantic	Bocas del Toro	ROL	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	6	AR012	8	ML0662	Panama	Atlantic	Bocas del Toro	SIS	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	6	AR012	9	ML0673	Panama	Atlantic	Bocas del Toro	SIS	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	6	AR012	10	Mock	USA	Atlantic	Fort Pierce	Mock	Mock	Mock	Mock	Mock	Mock	Mock	NA
BCS_01	1	COI	7	AR013	1	ML0752	Panama	Atlantic	Bocas del Toro	PST	A	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	7	AR013	2	ML0685	Panama	Atlantic	Bocas del Toro	PSK	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	7	AR013	3	ML0695	Panama	Atlantic	Bocas del Toro	MYS	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	7	AR013	4	ML0705	Panama	Atlantic	Bocas del Toro	PSK	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	7	AR013	5	ML0715	Panama	Atlantic	Bocas del Toro	ALR	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	7	AR013	6	ML0725	Panama	Atlantic	Bocas del Toro	SIS	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	7	AR013	7	ML0653	Panama	Atlantic	Bocas del Toro	IPI	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	7	AR013	8	ML0663	Panama	Atlantic	Bocas del Toro	MAR	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	7	AR013	9	ML0674	Panama	Atlantic	Bocas del Toro	MAR	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	7	AR013	10	Mock	USA	Atlantic	Fort Pierce	Mock	Mock	Mock	Mock	Mock	Mock	Mock	NA
BCS_01	1	COI	8	AR014	1	ML0753	Panama	Atlantic	Bocas del Toro	PPR	C	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	8	AR014	2	ML0686	Panama	Atlantic	Bocas del Toro	PPR	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	8	AR014	3	ML0696	Panama	Atlantic	Bocas del Toro	RNW	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	8	AR014	4	ML0706	Panama	Atlantic	Bocas del Toro	PBL	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	8	AR014	5	ML0716	Panama	Atlantic	Bocas del Toro	SGN	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	8	AR014	6	ML0726	Panama	Atlantic	Bocas del Toro	PJN	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	8	AR014	7	ML0654	Panama	Atlantic	Bocas del Toro	PST	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	8	AR014	8	ML0664	Panama	Atlantic	Bocas del Toro	PSK	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	8	AR014	9	ML0675	Panama	Atlantic	Bocas del Toro	PPR	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	8	AR014	10	Mock	USA	Atlantic	Fort Pierce	Mock	Mock	Mock	Mock	Mock	Mock	Mock	NA
BCS_01	1	COI	9	AR015	1	ML0754	Panama	Atlantic	Bocas del Toro	PPR	A	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	9	AR015	2	ML0687	Panama	Atlantic	Bocas del Toro	SGL	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	9	AR015	3	ML0697	Panama	Atlantic	Bocas del Toro	RNW	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	9	AR015	4	ML0707	Panama	Atlantic	Bocas del Toro	ROL	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	9	AR015	5	ML0717	Panama	Atlantic	Bocas del Toro	ROL	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	9	AR015	6	ML0727	Panama	Atlantic	Bocas del Toro	SCR	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	9	AR015	7	ML0655	Panama	Atlantic	Bocas del Toro	PSK	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	9	AR015	8	ML0665	Panama	Atlantic	Bocas del Toro	SCR	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	9	AR015	9	ML0677	Panama	Atlantic	Bocas del Toro	ROL	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	9	AR015	10	ML0679	Panama	Atlantic	Bocas del Toro	SGL	C	Coral reef	Coral	>45	Sessile	Repeat	NA
BCS_01	1	COI	10	AR016	1	ML0755	Panama	Atlantic	Bocas del Toro	SGL	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_01	1	COI	10	AR016	2	ML0688	Panama	Atlantic	Bocas del Toro	ALR	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	10	AR016	3	ML0698	Panama	Atlantic	Bocas del Toro	SGN	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	10	AR016	4	ML0708	Panama	Atlantic	Bocas del Toro	SGN	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	10	AR016	5	ML0718	Panama	Atlantic	Bocas del Toro	SCR	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_01	1	COI	10	AR016	6	ML0644	Panama	Atlantic	Bocas del Toro	PPR	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	10	AR016	7	ML0656	Panama	Atlantic	Bocas del Toro	ALR	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	10	AR016	8	ML0666	Panama	Atlantic	Bocas del Toro	RNW	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	10	AR016	9	ML0678	Panama	Atlantic	Bocas del Toro	SCR	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_01	1	COI	10	AR016	10	ML0679	Panama	Atlantic	Bocas del Toro	SGL	C	Coral reef	Coral	>45	Sessile	Repeat	NA
BCS_02	2	18S	1	AR002	1	ML0746	Panama	Atlantic	Bocas del Toro	SIS	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	1	AR002	2	ML0756	Panama	Atlantic	Bocas del Toro	RNW	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	1	AR002	3	ML0689	Panama	Atlantic	Bocas del Toro	MAR	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	1	AR002	4	ML0699	Panama	Atlantic	Bocas del Toro	MYS	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	1	AR002	5	ML0709	Panama	Atlantic	Bocas del Toro	PJN	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	1	AR002	6	ML0719	Panama	Atlantic	Bocas del Toro	RNW	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	1	AR002	7	ML0645	Panama	Atlantic	Bocas del Toro	MAR	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	1	AR002	8	ML0657	Panama	Atlantic	Bocas del Toro	PBL	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	1	AR002	9	ML0667	Panama	Atlantic	Bocas del Toro	ALR	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	1	AR002	10	ML0679	Panama	Atlantic	Bocas del Toro	SGL	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	2	AR004	1	ML0747	Panama	Atlantic	Bocas del Toro	ALR	C	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	2	AR004	2	ML0757	Panama	Atlantic	Bocas del Toro	PPR	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	2	AR004	3	ML0690	Panama	Atlantic	Bocas del Toro	PBL	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	2	AR004	4	ML0700	Panama	Atlantic	Bocas del Toro	IPI	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	2	AR004	5	ML0710	Panama	Atlantic	Bocas del Toro	IPI	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	2	AR004	6	ML0720	Panama	Atlantic	Bocas del Toro	MYS	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	2	AR004	7	ML0648	Panama	Atlantic	Bocas del Toro	SCR	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	2	AR004	8	ML0658	Panama	Atlantic	Bocas del Toro	IPI	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	2	AR004	9	ML0668	Panama	Atlantic	Bocas del Toro	RNW	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	2	AR004	10	ML0680	Panama	Atlantic	Bocas del Toro	PBL	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	3	AR005	1	ML0748	Panama	Atlantic	Bocas del Toro	MAR	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	3	AR005	2	ML0758	Panama	Atlantic	Bocas del Toro	SCR	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	3	AR005	3	ML0691	Panama	Atlantic	Bocas del Toro	PSK	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	3	AR005	4	ML0701	Panama	Atlantic	Bocas del Toro	PPR	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	3	AR005	5	ML0711	Panama	Atlantic	Bocas del Toro	ROL	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	3	AR005	6	ML0721	Panama	Atlantic	Bocas del Toro	SIS	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	3	AR005	7	ML0649	Panama	Atlantic	Bocas del Toro	PST	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	3	AR005	8	ML0659	Panama	Atlantic	Bocas del Toro	ROL	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	3	AR005	9	ML0669	Panama	Atlantic	Bocas del Toro	IPI	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	3	AR005	10	ML0681	Panama	Atlantic	Bocas del Toro	PSK	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	4	AR006	1	ML0749	Panama	Atlantic	Bocas del Toro	ALR	A	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	4	AR006	2	ML0759	Panama	Atlantic	Bocas del Toro	PSK	B	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	4	AR006	3	ML0692	Panama	Atlantic	Bocas del Toro	PST	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	4	AR006	4	ML0702	Panama	Atlantic	Bocas del Toro	PST	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	4	AR006	5	ML0712	Panama	Atlantic	Bocas del Toro	SGL	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	4	AR006	6	ML0722	Panama	Atlantic	Bocas del Toro	PPR	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	4	AR006	7	ML0650	Panama	Atlantic	Bocas del Toro	PPR	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	4	AR006	8	ML0660	Panama	Atlantic	Bocas del Toro	SGL	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	4	AR006	9	ML0670	Panama	Atlantic	Bocas del Toro	SGL	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	4	AR006	10	ML0682	Panama	Atlantic	Bocas del Toro	PBL	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	5	AR007	1	ML0750	Panama	Atlantic	Bocas del Toro	ROL	C	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	5	AR007	2	ML0646	Panama	Atlantic	Bocas del Toro	MAR	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	5	AR007	3	ML0693	Panama	Atlantic	Bocas del Toro	IPI	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	5	AR007	4	ML0703	Panama	Atlantic	Bocas del Toro	SIS	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	5	AR007	5	ML0713	Panama	Atlantic	Bocas del Toro	PBL	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	5	AR007	6	ML0723	Panama	Atlantic	Bocas del Toro	PJN	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	5	AR007	7	ML0651	Panama	Atlantic	Bocas del Toro	ALR	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	5	AR007	8	ML0661	Panama	Atlantic	Bocas del Toro	PST	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	5	AR007	9	ML0671	Panama	Atlantic	Bocas del Toro	SIS	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	5	AR007	10	ML0683	Panama	Atlantic	Bocas del Toro	RNW	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	6	AR012	1	ML0751	Panama	Atlantic	Bocas del Toro	MAR	A	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	6	AR012	2	ML0647	Panama	Atlantic	Bocas del Toro	MAR	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	6	AR012	3	ML0694	Panama	Atlantic	Bocas del Toro	SGL	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	6	AR012	4	ML0704	Panama	Atlantic	Bocas del Toro	PST	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	6	AR012	5	ML0714	Panama	Atlantic	Bocas del Toro	SCR	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	6	AR012	6	ML0724	Panama	Atlantic	Bocas del Toro	ALR	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	6	AR012	7	ML0652	Panama	Atlantic	Bocas del Toro	ROL	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	6	AR012	8	ML0662	Panama	Atlantic	Bocas del Toro	SIS	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	6	AR012	9	ML0673	Panama	Atlantic	Bocas del Toro	SIS	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	6	AR012	10	Mock	USA	Atlantic	Fort Pierce	Mock	Mock	Mock	Mock	Mock	Mock	Mock	NA
BCS_02	2	18S	7	AR013	1	ML0752	Panama	Atlantic	Bocas del Toro	PST	A	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	7	AR013	2	ML0685	Panama	Atlantic	Bocas del Toro	PSK	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	7	AR013	3	ML0695	Panama	Atlantic	Bocas del Toro	MYS	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	7	AR013	4	ML0705	Panama	Atlantic	Bocas del Toro	PSK	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	7	AR013	5	ML0715	Panama	Atlantic	Bocas del Toro	ALR	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	7	AR013	6	ML0725	Panama	Atlantic	Bocas del Toro	SIS	A	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	7	AR013	7	ML0653	Panama	Atlantic	Bocas del Toro	IPI	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	7	AR013	8	ML0663	Panama	Atlantic	Bocas del Toro	MAR	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	7	AR013	9	ML0674	Panama	Atlantic	Bocas del Toro	MAR	A	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	7	AR013	10	Mock	USA	Atlantic	Fort Pierce	Mock	Mock	Mock	Mock	Mock	Mock	Mock	NA
BCS_02	2	18S	8	AR014	1	ML0753	Panama	Atlantic	Bocas del Toro	PPR	C	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	8	AR014	2	ML0686	Panama	Atlantic	Bocas del Toro	PPR	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	8	AR014	3	ML0696	Panama	Atlantic	Bocas del Toro	RNW	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	8	AR014	4	ML0706	Panama	Atlantic	Bocas del Toro	PBL	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	8	AR014	5	ML0716	Panama	Atlantic	Bocas del Toro	SGN	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	8	AR014	6	ML0726	Panama	Atlantic	Bocas del Toro	PJN	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	8	AR014	7	ML0654	Panama	Atlantic	Bocas del Toro	PST	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	8	AR014	8	ML0664	Panama	Atlantic	Bocas del Toro	PSK	C	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	8	AR014	9	ML0675	Panama	Atlantic	Bocas del Toro	PPR	B	Coral reef	Coral	>45	Sessile	Primary	NA
BCS_02	2	18S	8	AR014	10	Mock	USA	Atlantic	Fort Pierce	Mock	Mock	Mock	Mock	Mock	Mock	Mock	NA
BCS_02	2	18S	9	AR015	1	ML0754	Panama	Atlantic	Bocas del Toro	PPR	A	Coral reef	Coral	500-2000	Motile	Primary	NA
BCS_02	2	18S	9	AR015	2	ML0687	Panama	Atlantic	Bocas del Toro	SGL	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	9	AR015	3	ML0697	Panama	Atlantic	Bocas del Toro	RNW	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	9	AR015	4	ML0707	Panama	Atlantic	Bocas del Toro	ROL	C	Coral reef	Sediment	>45	Interstitial	Primary	NA
BCS_02	2	18S	9	AR015	5	ML0717	Panama	Atlantic	Bocas del Toro	ROL	B	Coral reef	Sediment	>45	Interstitial	Primary	NA
